required,,,,,,,,,,not required
sample,foldername,peak_assignment,hplc_machine,peaks_manual,peaks_autofitting,background_substraction,setting_background_substraction,fitting_boundaries,time_window,notes
Fpra_3_FP14-1,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.6,17.9,19.3,20.05,20.6,22.1,22.9,23.9,25.7,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[8,37]",high background
Fpra_3_FP14-2,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.7,17.9,19.3,20.05,20.6,22.1,22.9,23.9,25.7,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[8,37]",good
Fpra_4_FP10,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.6,17.9,19.3,20.05,20.6,22.1,22.9,23.9,25.7,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[8,37]",good
Fpra_4_FP11,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.7,17.9,19.3,20.05,20.6,22.1,22.9,23.9,25.7,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[8,37]",good
Fpra_4_FP14-1,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.6,17.9,19.3,20.05,20.6,22.1,22.9,23.9,25.7,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[8,37]",high background
Fpra_4_FP14-2,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.7,17.9,19.3,20.05,20.6,22.1,22.9,23.9,25.7,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[8,37]",good
Fpra_5_FP10,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.6,17.9,19.3,20.05,20.6,22.1,22.9,23.9,25.7,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[8,37]",good
Fpra_5_FP11,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.7,17.9,19.3,20.05,20.6,22.1,22.9,23.9,25.7,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[8,37]",good
Fpra_5_FP14-1,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.6,17.9,19.3,20.05,20.6,22.1,22.9,23.9,25.7,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[8,37]",high background
Fpra_5_FP14-2,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.7,17.9,19.3,20.05,20.6,22.1,22.9,23.9,25.7,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[8,37]",good
Fpra_6_FP14-1,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.6,17.9,19.3,20.05,20.6,22.1,22.9,23.9,25.7,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[8,37]",high background
Fpra_6_FP14-2,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.7,17.9,19.3,20.05,20.6,22.1,22.9,23.9,25.7,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[8,37]",good
Fpra_7_FP14-2,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.7,17.9,19.3,20.05,20.6,22.1,22.9,23.9,25.7,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[8,37]",good
Rint_1_FP08,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.5,23.9,25.9,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",good
Rint_1_FP09,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.5,23.9,26.0,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",good
Rint_1_FP12,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.7,23.9,26.2,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",good
Rint_1_FP14,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.5,23.9,25.9,28.1,35.5]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,37]",raises fitting error
Rint_2_FP08,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.5,23.9,25.9,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",good
Rint_2_FP09,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.5,23.9,26.0,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",good
Rint_2_FP12,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.7,23.9,26.2,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",good
Rint_2_FP14,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.5,23.9,25.9,28.1,35.5]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,37]",raises fitting error
Rint_3_FP08,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.5,23.9,25.9,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",good
Rint_3_FP09,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.5,23.9,26.0,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",good
Rint_3_FP12,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.7,23.9,26.2,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",good
Rint_3_FP14,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.5,23.9,25.9,28.1,35.5]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,37]",raises fitting error
Rint_4_FP09,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.5,23.9,26.0,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",good
Rint_4_FP12,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.7,23.9,26.2,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",good
Rint_4_FP14,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.5,23.9,25.9,28.1,35.5]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,37]",raises fitting error
Rint_5_FP09,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.5,23.9,26.0,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",good
Rint_5_FP14,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.5,23.9,25.9,28.1,35.5]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,37]",raises fitting error
Rint_6_FP14,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.5,23.9,25.9,28.1,35.5]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,37]",raises fitting error
